,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,SCRAMBLING_%,GIR_%,SG_TEE,SG_APPROACH,SG_SCRAMBLE,SG_PUTTING,SG_TOTAL,POINTS,TOP 10,1ST,MONEY,Year
130,Shawn Stefani,91,71.287,292.1,58.40,60.57,66.48,.003,.073,.116,-.336,-.144,481,1,,"$698,102",2016
131,Thomas Aiken,70,71.326,290.5,72.36,56.21,70.20,.438,.101,-.390,.006,.156,268,,,"$347,686",2016
132,Kelly Kraft,63,71.333,289.8,60.36,56.07,67.42,.009,-.035,-.120,.185,.039,273,1,,"$403,437",2016
133,FabiÃ¡n GÃ³mez,82,71.346,289.0,61.44,56.59,63.71,.009,-.289,.030,.213,-.037,"1,450",4,1,"$2,227,040",2016
134,Mark Hubbard,101,71.362,280.2,64.82,59.97,63.52,-.143,-.189,-.155,.272,-.216,503,,,"$642,942",2016
135,Ernie Els,66,71.371,292.8,52.93,54.66,61.20,.065,-.480,-.014,.405,-.024,273,1,,"$559,024",2016
136,Morgan Hoffmann,71,71.372,294.4,57.80,58.24,63.27,-.070,-.192,-.062,.208,-.116,424,1,,"$717,890",2016
137,Dawie van der Walt,72,71.376,290.2,56.89,52.03,66.75,-.013,.210,-.410,-.061,-.274,239,,,"$301,697",2016
138,Will MacKenzie,84,71.402,285.6,60.81,57.23,66.39,.032,.072,.072,-.479,-.304,317,1,,"$416,033",2016
139,Tyler Aldridge,83,71.412,285.2,57.95,57.96,65.54,-.115,-.031,.036,-.129,-.240,384,,,"$517,738",2016
140,Luke Guthrie,57,71.416,289.3,55.53,60.55,63.13,-.819,-.075,.046,.404,-.444,234,1,,"$427,442",2016
141,Andrew Loupe,75,71.423,309.3,45.56,52.83,63.41,.038,-.295,-.158,.301,-.115,535,4,,"$1,075,276",2016
142,Sam Saunders,69,71.427,291.8,59.78,56.59,64.36,-.191,-.105,.003,.060,-.232,324,2,,"$510,079",2016
143,Steve Wheatcroft,85,71.429,286.2,60.32,60.36,61.93,.008,-.394,.012,.153,-.221,400,2,,"$601,164",2016
144,Rob Oppenheim,67,71.435,281.2,55.28,59.56,63.58,-.716,.285,.156,-.046,-.322,300,1,,"$462,427",2016
145,Mark Wilson,66,71.436,274.7,66.20,60.36,64.96,-.501,-.061,.163,-.155,-.554,225,,,"$306,866",2016
146,Camilo Villegas,83,71.440,287.0,52.18,59.55,62.10,-.764,.080,.113,.203,-.369,313,,,"$450,056",2016
147,Tom Hoge,81,71.444,289.5,55.81,58.46,62.48,-.315,.236,-.175,-.069,-.323,349,2,,"$561,559",2016
148,Geoff Ogilvy,63,71.464,291.9,61.24,56.22,63.65,-.081,.173,.157,-.437,-.187,283,1,,"$397,595",2016
149,Jeff Overton,69,71.466,285.0,59.25,63.59,63.85,-.054,-.157,.134,-.416,-.492,289,1,,"$410,246",2016
150,Steve Marino,72,71.467,292.0,58.46,56.97,66.01,.112,-.343,-.272,.045,-.458,429,2,,"$768,200",2016
151,Whee Kim,82,71.472,287.6,63.48,58.00,65.74,.252,-.390,.148,-.219,-.209,444,2,,"$682,662",2016
152,Zac Blair,99,71.490,275.3,69.86,62.73,62.34,-.068,-.498,.001,.195,-.370,557,2,,"$903,459",2016
153,Scott Pinckney,87,71.524,296.8,63.05,52.53,69.02,.511,-.396,-.376,-.063,-.325,258,,,"$332,533",2016
154,Chad Collins,73,71.532,279.3,57.41,60.53,62.40,-.629,-.226,.407,-.004,-.452,402,1,,"$734,548",2016
155,Chesson Hadley,81,71.541,296.5,56.58,54.05,65.26,-.038,.133,-.142,-.165,-.213,293,,,"$503,993",2016
156,Brendon de Jonge,83,71.603,287.5,59.19,56.49,65.64,-.230,-.196,-.063,.156,-.332,304,,,"$415,583",2016
157,Rod Pampling,54,71.607,287.7,63.95,61.73,64.00,.222,-.372,.199,-.475,-.426,122,,,"$142,433",2016
158,Jason Gore,78,71.627,289.2,63.63,58.30,66.52,.202,-.036,-.619,-.079,-.532,307,,,"$416,654",2016
159,D.A. Points,55,71.655,282.3,59.47,57.86,65.36,-.492,.640,.041,-.596,-.406,167,,,"$305,250",2016
160,Troy Merritt,77,71.674,287.2,60.89,57.93,63.13,-.303,-.138,-.166,.244,-.364,482,1,,"$922,707",2016
161,Greg Owen,85,71.677,297.7,59.22,51.70,69.75,.280,.532,-.280,-.947,-.415,319,1,,"$484,955",2016
162,Andres Gonzales,80,71.681,294.7,54.55,55.79,66.17,-.222,-.112,-.135,.008,-.462,307,1,,"$579,667",2016
163,Peter Malnati,85,71.686,279.7,60.54,58.79,62.09,-.538,-.532,-.073,.491,-.652,599,3,1,"$1,298,945",2016
164,Hiroshi Iwata,85,71.693,288.8,58.34,59.34,59.50,-.127,-.606,-.042,.154,-.621,339,1,,"$634,862",2016
165,Wes Roach,59,71.700,294.7,60.99,56.04,63.23,-.015,-.262,-.338,.299,-.316,241,,,"$342,098",2016
166,Cameron Smith,73,71.759,286.3,59.21,55.29,62.72,-.357,-.286,-.062,-.057,-.763,304,,,"$477,843",2016
167,Scott Langley,65,71.796,285.7,64.81,62.35,63.93,.105,-.999,.254,.045,-.594,266,,,"$380,025",2016
168,Martin Piller,59,71.813,286.6,58.97,58.47,64.33,-.253,-.478,-.231,.562,-.400,278,2,,"$570,740",2016
169,George McNeill,51,71.848,284.5,60.99,53.50,64.16,-.415,.278,-.168,-.485,-.791,134,,,"$213,895",2016
170,Ken Duke,58,71.880,280.2,64.18,52.53,59.26,.040,-.202,-.048,-.524,-.734,309,2,,"$773,025",2016
171,Erik Compton,65,71.884,284.7,53.64,56.93,58.64,-.354,-.393,.067,-.019,-.698,236,,,"$247,903",2016
172,Carlos Ortiz,79,71.906,298.9,52.77,50.00,64.44,-.321,.122,-.278,-.223,-.701,238,,,"$263,466",2016
173,J.J. Henry,68,72.019,287.3,59.33,53.11,67.51,-.144,-.226,-.104,-.237,-.711,162,,,"$280,674",2016
174,Derek Ernst,59,72.075,294.6,60.10,60.52,66.18,.152,-.291,.012,-.556,-.683,159,,,"$190,736",2016
175,Rhein Gibson,58,72.086,297.5,52.45,54.84,68.11,-.067,.000,-.376,-.266,-.708,113,,,"$155,578",2016
176,Dicky Pride,55,72.102,278.9,65.86,59.79,60.90,-.212,-.856,.094,.144,-.830,84,,,"$101,456",2016
177,Hunter Mahan,61,72.105,294.8,57.13,55.26,62.75,.034,-.787,-.311,.291,-.773,174,,,"$230,694",2016
178,Abraham Ancer,51,72.137,276.4,65.42,56.67,61.81,-.024,-.340,.057,-.421,-.727,147,,,"$162,811",2016
179,Ãngel Cabrera,62,72.175,294.6,58.06,55.10,63.08,.085,-.254,-.540,-.352,-1.061,187,,,"$277,118",2016
180,Rory Sabbatini,57,72.451,287.6,62.18,56.48,64.30,.115,-.628,.054,-.945,-1.403,143,,,"$150,236",2016
181,Brendon Todd,66,72.728,280.1,58.02,61.46,54.23,-1.043,-1.424,.412,.462,-1.593,60,,,"$75,772",2016
182,Robert Allenby,51,73.117,282.2,55.06,50.75,63.73,-.631,-.460,-.368,-.491,-1.950,9,,,"$25,271",2016
183,D.H. Lee,61,73.415,280.4,60.85,50.61,60.14,-.510,-1.317,.007,.042,-1.778,104,,,"$174,683",2016
184,Steven Bowditch,71,74.262,288.9,43.02,49.14,54.46,-1.616,-1.680,-.044,.131,-3.209,192,1,,"$458,891",2016
0,Jordan Spieth,85,68.846,295.0,59.48,61.75,69.97,.321,.963,.393,.278,1.988,"2,340",12,3,"$9,433,033",2017
1,Rickie Fowler,78,69.083,300.5,63.29,62.85,66.98,.378,.374,.282,.852,1.875,"1,253",10,1,"$6,083,197",2017
2,Justin Thomas,86,69.359,309.3,54.09,60.54,67.33,.452,.724,.268,.332,1.724,"3,000",12,5,"$9,921,560",2017
3,Marc Leishman,94,69.468,298.1,57.64,60.99,67.38,.319,.422,.330,.356,1.424,"1,441",7,2,"$5,866,391",2017
4,Paul Casey,94,69.469,297.0,63.46,64.52,69.96,.349,.875,.157,.133,1.537,920,9,,"$3,906,974",2017
5,Rory McIlroy,51,69.529,316.7,54.97,63.12,65.94,.965,.307,.126,-.304,1.212,901,6,,"$2,430,182",2017
6,Dustin Johnson,77,69.549,314.4,56.44,62.63,69.61,1.071,.727,.108,.019,1.972,"1,720",8,4,"$8,732,193",2017
7,Jon Rahm,90,69.561,305.8,58.61,63.74,68.79,.949,.551,.072,.256,1.871,"1,620",11,1,"$6,123,248",2017
8,Sergio Garcia,65,69.596,300.9,61.08,61.39,69.73,.795,.312,.211,-.311,.941,441,3,1,"$3,522,476",2017
9,Hideki Matsuyama,83,69.624,302.9,57.61,61.25,69.14,.508,.692,.289,-.345,1.058,"1,093",7,3,"$8,380,570",2017
10,Justin Rose,66,69.699,300.4,58.48,59.44,68.19,.559,.358,.391,-.063,1.268,"1,080",8,,"$4,245,308",2017
11,Francesco Molinari,75,69.802,291.9,69.80,62.95,67.22,.483,.822,.121,-.089,1.418,"1,247",5,,"$2,875,850",2017
12,Matt Kuchar,95,69.806,285.1,65.36,65.78,66.60,.158,.204,.411,.332,1.106,648,9,,"$4,282,489",2017
13,Brooks Koepka,88,69.847,310.5,54.14,56.20,62.28,.546,-.055,.015,.581,.954,"1,040",7,1,"$5,612,397",2017
14,Patrick Cantlay,52,69.971,298.9,61.47,60.15,69.21,.623,.467,.021,.159,1.269,296,4,,"$2,049,632",2017
15,Tony Finau,106,69.987,309.2,57.53,59.38,68.96,.826,.390,.065,-.133,1.147,510,8,,"$2,838,629",2017
16,Kyle Stanley,104,69.989,296.5,68.55,58.35,70.39,.659,.562,.038,-.309,.951,366,5,1,"$3,402,106",2017
17,Adam Scott,58,69.996,306.1,55.99,59.28,66.87,.524,.476,.018,-.097,1.066,642,4,,"$1,695,144",2017
18,Bill Haas,92,70.011,292.3,58.05,63.10,67.28,-.047,.355,.467,.055,.763,"1,260",4,,"$2,842,173",2017
19,Webb Simpson,102,70.018,286.2,65.51,65.15,65.26,-.036,.511,.363,.049,.945,527,6,,"$3,209,646",2017
20,Russell Henley,99,70.027,297.6,62.79,57.22,67.32,.310,.170,.012,.434,.917,792,5,1,"$3,413,876",2017
21,Ian Poulter,72,70.045,283.5,62.55,67.36,64.46,-.162,.573,.501,.025,.936,985,2,,"$2,098,346",2017
22,Brandt Snedeker,53,70.055,280.8,61.98,64.06,66.06,-.311,.375,.353,.572,.862,663,4,,"$1,625,806",2017
23,Jason Day,71,70.115,306.3,53.73,59.04,63.98,.311,.084,.336,.354,1.109,514,5,,"$2,978,181",2017
24,Daniel Berger,91,70.121,296.5,60.02,62.80,66.93,.282,.584,-.063,.149,1.032,556,6,1,"$4,287,161",2017
25,Lucas Glover,93,70.139,298.1,65.31,60.13,70.08,.502,.320,.128,-.026,.933,"1,085",4,,"$1,955,822",2017
26,Xander Schauffele,96,70.163,306.3,57.68,56.95,67.74,.554,-.070,-.081,.402,.724,"2,151",4,2,"$4,312,674",2017
27,Phil Mickelson,85,70.168,293.5,55.05,60.00,62.85,-.058,.553,.216,.337,1.048,"1,268",5,,"$2,102,599",2017
28,Charl Schwartzel,63,70.211,298.4,53.59,60.50,61.69,-.023,.414,.184,.257,.803,"1,081",3,,"$2,156,036",2017
29,Stewart Cink,93,70.213,295.8,54.15,58.53,68.54,-.019,.774,-.040,.286,1.043,958,3,,"$1,463,922",2017
30,Louis Oosthuizen,69,70.220,295.2,59.98,62.91,65.13,.301,.169,.262,.530,1.179,"1,321",4,,"$3,105,422",2017
31,Chez Reavie,98,70.244,284.8,70.53,63.28,66.91,.121,.328,-.121,.417,.762,"1,151",4,,"$1,819,207",2017
32,Pat Perez,93,70.250,290.6,61.46,63.38,66.04,-.147,.199,.463,.346,.877,596,6,1,"$4,361,400",2017
33,Jason Dufner,89,70.259,294.5,63.30,57.72,67.15,.268,.556,-.138,-.001,.734,287,2,1,"$3,310,341",2017
34,Kevin Kisner,105,70.294,288.7,67.00,62.50,66.43,.257,.357,.063,.388,1.148,901,8,1,"$4,766,936",2017
35,Charley Hoffman,112,70.351,298.3,57.72,56.78,66.13,.586,.282,-.025,-.012,.780,473,7,,"$4,161,008",2017
36,Charles Howell III,86,70.371,296.9,54.72,62.63,67.01,.016,.223,.081,.172,.492,"1,134",5,,"$2,606,383",2017
37,Graham DeLaet,82,70.376,301.1,63.68,56.51,68.57,.486,.427,-.436,.291,.768,650,6,,"$1,603,666",2017
38,Jamie Lovemark,98,70.391,304.5,56.54,60.11,65.94,.319,.171,.275,-.017,.709,919,4,,"$1,886,972",2017
39,Zach Johnson,81,70.393,286.8,66.54,60.08,64.16,-.005,-.066,.211,.417,.584,"1,017",4,,"$2,362,968",2017
40,Kevin Na,86,70.399,283.6,60.46,62.06,65.46,-.406,.675,.319,.265,.755,"1,073",5,,"$1,728,351",2017
41,Brian Harman,104,70.402,289.6,62.07,62.74,63.19,.015,-.310,.293,.600,.581,364,7,1,"$4,396,470",2017
42,Luke List,102,70.428,311.5,55.63,56.33,69.10,.600,.443,.074,-.426,.691,"1,011",3,,"$1,813,219",2017
43,Bud Cauley,92,70.432,296.0,59.83,59.21,67.38,.264,.606,-.045,-.273,.561,816,5,,"$1,553,685",2017
44,Keegan Bradley,104,70.437,299.4,66.23,59.49,68.93,.625,.166,.000,-.216,.629,"1,029",5,,"$1,940,478",2017
45,Martin Laird,83,70.450,296.1,64.82,60.94,65.61,.235,.224,.152,.253,.811,937,5,,"$1,759,706",2017
46,Patrick Reed,107,70.453,295.3,56.52,60.92,62.09,.199,-.045,.184,.577,.893,416,4,,"$3,055,111",2017
47,Gary Woodland,94,70.482,306.9,58.90,58.21,69.35,.431,.575,.038,-.381,.692,321,5,,"$2,980,225",2017
48,Sung Kang,104,70.496,296.4,59.65,56.98,66.07,.255,.251,-.182,.154,.478,899,3,,"$1,943,309",2017
49,Brendan Steele,89,70.503,299.9,62.28,60.51,67.29,.387,.389,.084,-.013,.770,"1,292",4,1,"$2,907,095",2017
50,Chad Campbell,97,70.509,285.6,67.21,64.63,69.07,.041,.506,.144,-.286,.405,630,3,,"$1,329,941",2017
51,Seamus Power,86,70.543,298.1,53.27,63.43,65.63,-.067,.202,.229,.174,.538,350,1,,"$646,180",2017
52,Adam Hadwin,98,70.583,290.7,62.85,63.47,64.89,.003,.202,-.042,.409,.640,362,5,1,"$3,455,012",2017
53,Brian Gay,82,70.585,278.7,65.47,62.30,63.53,-.417,-.006,.254,.451,.282,426,3,,"$942,372",2017
54,Hudson Swafford,94,70.618,305.1,60.27,55.53,68.21,.454,.202,-.337,-.005,.314,"1,244",4,1,"$2,246,090",2017
55,Graeme McDowell,56,70.629,279.0,69.15,58.52,62.55,.085,-.057,-.078,.563,.572,331,,,"$639,770",2017
56,J.B. Holmes,83,70.660,306.4,49.75,56.12,62.19,.533,.047,.105,-.032,.521,543,2,,"$1,353,584",2017
57,Shane Lowry,52,70.667,295.1,64.86,55.51,67.53,.582,.214,-.281,.479,1.088,361,1,,"$831,411",2017
58,Nick Watney,75,70.685,300.9,55.67,58.99,66.43,-.063,.585,-.238,-.113,.171,386,1,,"$824,162",2017
59,Rafa Cabrera Bello,63,70.693,291.0,60.33,60.74,62.60,-.223,-.239,.021,.473,.101,880,4,,"$1,934,675",2017
60,Robert Streb,98,70.700,294.3,57.58,58.91,65.19,-.159,-.072,.305,.003,.078,861,3,,"$1,588,287",2017
61,Ollie Schniederjans,92,70.704,300.7,51.89,58.65,66.03,.125,.309,-.032,-.019,.383,897,5,,"$1,935,669",2017
62,Michael Kim,94,70.707,289.6,59.71,58.81,65.68,-.247,.158,.106,.229,.247,483,1,,"$1,018,204",2017
63,Robert Garrigus,78,70.712,300.7,59.52,54.94,69.52,.422,.477,-.190,-.456,.253,448,3,,"$880,905",2017
64,Matt Jones,64,70.719,302.6,57.09,63.17,63.10,.073,-.468,.503,.170,.278,248,,,"$510,622",2017
65,Ryan Moore,82,70.741,288.0,67.90,56.74,65.05,-.006,.498,-.173,-.017,.301,859,2,,"$1,751,851",2017
66,David Lingmerth,79,70.755,289.8,62.12,58.53,62.83,-.032,-.044,-.007,.484,.373,546,1,,"$1,070,754",2017
67,Russell Knox,75,70.765,288.0,67.09,57.46,66.58,.102,.184,-.094,-.349,-.144,687,4,,"$1,643,924",2017
68,Kevin Chappell,95,70.779,304.7,57.61,56.56,65.05,.442,.314,.091,-.303,.459,352,5,1,"$3,149,615",2017
69,Emiliano Grillo,90,70.798,293.0,65.29,56.55,67.06,.368,.316,-.092,-.173,.455,812,2,,"$1,567,015",2017
70,Anirban Lahiri,72,70.799,297.0,59.82,55.06,63.43,.234,-.143,.059,-.336,-.186,989,3,,"$1,944,289",2017
71,Sean O'Hair,84,70.801,297.2,59.91,57.52,66.19,.252,.104,-.105,.107,.422,877,5,,"$1,873,856",2017
72,Scott Stallings,81,70.811,297.6,57.04,55.51,67.89,.049,.375,-.084,-.320,.020,482,3,,"$955,337",2017
73,Chris Stroud,67,70.815,286.8,65.70,59.33,66.20,-.094,.173,.060,-.126,.013,627,3,1,"$1,308,445",2017
74,Nick Taylor,97,70.817,291.6,61.66,61.83,66.14,.168,.053,.121,-.191,.151,554,4,,"$1,255,259",2017
75,Luke Donald,50,70.831,278.5,56.50,59.88,61.92,-1.001,-.078,.422,.704,.047,456,1,,"$958,850",2017
76,Billy Horschel,88,70.832,299.5,59.80,54.47,68.19,.224,.038,-.308,.084,.138,"1,086",4,1,"$2,697,960",2017
77,Harris English,84,70.848,301.2,49.80,59.79,63.73,-.644,.177,.180,.374,.017,397,2,,"$864,959",2017
78,John Huh,92,70.851,287.1,64.09,63.65,65.78,-.049,-.020,.043,.124,.099,382,2,,"$767,575",2017
79,Danny Lee,93,70.860,291.1,62.72,55.43,66.10,.037,.304,-.263,.247,.325,697,4,,"$1,611,331",2017
80,Branden Grace,70,70.862,290.6,58.19,61.28,66.20,.180,.149,.146,-.248,.283,640,2,,"$1,315,054",2017
81,Ryan Blaum,100,70.866,284.1,60.94,60.00,65.28,-.198,-.032,-.057,.334,.047,451,2,,"$962,768",2017
82,Bryson DeChambeau,91,70.866,299.1,58.04,57.65,65.77,.420,.020,.005,-.193,.243,"1,017",2,1,"$1,817,054",2017
83,Kevin Tway,96,70.868,309.2,52.48,59.03,64.71,.288,-.168,.053,.261,.433,740,3,,"$1,472,613",2017
84,Kevin Streelman,90,70.873,294.0,66.01,60.04,66.67,.292,.197,-.038,-.281,.169,617,2,,"$1,313,327",2017
85,Brandon Hagy,85,70.875,312.7,52.46,60.16,64.50,.459,-.393,.118,.109,.293,419,1,,"$861,227",2017
86,Camilo Villegas,76,70.881,288.7,54.37,62.35,61.88,-.524,.107,.235,.400,.218,542,2,,"$971,420",2017
87,Rory Sabbatini,71,70.883,291.6,64.91,58.38,67.35,.308,.146,.028,-.357,.125,375,1,,"$741,617",2017
88,Martin Flores,88,70.885,300.6,52.79,57.01,70.64,-.024,.047,-.280,.242,-.015,461,2,,"$830,057",2017
89,Byeong Hun An,77,70.887,299.9,56.76,55.93,64.52,.524,.421,.058,-.375,.617,468,3,,"$1,236,090",2017
90,Cameron Smith,86,70.909,292.6,56.26,58.64,63.14,-.130,.149,.399,.084,.502,"1,065",4,1,"$2,123,216",2017
91,Sam Saunders,76,70.921,293.6,64.69,58.45,65.24,.348,-.136,-.280,.138,.071,354,2,,"$678,117",2017
92,James Hahn,96,70.925,293.9,63.14,60.58,66.09,.177,.016,.030,.036,.260,801,4,,"$1,841,314",2017
93,Jim Herman,77,70.931,292.5,69.02,56.15,68.07,.422,.143,-.070,-.127,.368,565,2,,"$1,205,632",2017
94,Scott Brown,95,70.932,289.0,63.89,59.08,64.35,.143,-.225,-.262,.276,-.068,951,2,,"$1,748,324",2017
95,Tim Wilkinson,64,70.950,279.5,65.68,62.77,63.98,-.289,-.310,.538,.009,-.053,233,,,"$411,459",2017
96,Ben Martin,86,70.954,291.7,63.67,58.53,66.60,.138,.297,-.227,-.044,.163,378,2,,"$850,319",2017
97,Seung-Yul Noh,91,70.955,298.5,53.09,59.18,65.58,-.541,.044,.439,.244,.186,446,3,,"$1,080,706",2017
98,Jason Kokrak,95,70.961,305.7,59.26,54.90,66.97,.607,.138,-.187,-.405,.073,649,1,,"$1,173,708",2017
99,Whee Kim,74,70.964,289.4,54.32,62.07,62.09,-.665,-.181,.154,.443,-.232,583,2,,"$1,125,368",2017
100,Ryan Armour,63,70.965,278.8,72.73,58.31,69.96,.020,.121,-.005,-.029,.107,222,1,,"$443,006",2017
101,Harold Varner III,101,70.966,302.4,59.61,56.94,67.68,.262,.330,-.081,-.402,.109,574,1,,"$918,779",2017
102,J.T. Poston,95,70.982,294.8,59.24,59.62,65.69,.156,.063,-.058,-.117,.079,340,1,,"$662,565",2017
103,Shawn Stefani,72,70.983,294.0,60.53,59.55,67.48,.010,-.119,.122,-.057,-.043,188,1,,"$404,377",2017
104,J.J. Spaun,92,70.999,291.5,65.11,59.14,67.12,.316,-.122,-.240,-.027,-.072,541,3,,"$1,122,611",2017
105,Zac Blair,105,71.007,272.7,69.70,65.50,64.70,-.155,-.141,.218,.035,-.044,364,1,,"$788,352",2017
106,Trey Mullinax,88,71.027,308.8,53.26,55.91,66.24,.427,-.300,-.206,-.057,-.184,330,1,,"$758,141",2017
107,Cameron Percy,71,71.030,292.5,60.18,60.23,69.91,-.019,.266,-.123,-.205,-.082,291,1,,"$623,694",2017
108,Mackenzie Hughes,106,71.044,294.3,59.63,58.64,64.74,.021,-.404,.063,.492,.172,"1,257",2,1,"$2,355,553",2017
109,Vaughn Taylor,90,71.044,282.4,68.28,60.52,66.67,-.001,.135,-.168,.139,.106,413,,,"$797,385",2017
110,Jhonattan Vegas,95,71.054,300.8,57.28,58.15,65.91,.394,.175,.010,-.413,.174,384,4,1,"$2,944,738",2017
111,Geoff Ogilvy,80,71.056,286.5,62.59,60.85,65.51,-.064,-.327,.196,.043,-.152,450,1,,"$867,249",2017
112,Wesley Bryan,95,71.062,279.6,57.89,61.50,60.92,-.899,.463,.219,.340,.167,"1,092",5,1,"$2,495,751",2017
113,Grayson Murray,94,71.064,308.2,56.01,53.77,63.95,.353,-.032,-.176,-.082,.064,816,2,1,"$1,468,728",2017
114,Jim Furyk,54,71.071,270.1,70.75,61.03,65.72,-.491,.345,-.050,.187,-.023,232,1,,"$558,097",2017
115,Ben Crane,86,71.091,278.5,67.97,59.02,65.68,-.150,-.024,.105,-.155,-.223,281,1,,"$618,483",2017
116,David Hearn,93,71.107,281.0,66.75,61.85,64.71,-.175,.016,.115,-.052,-.096,359,2,,"$800,710",2017
117,Morgan Hoffmann,92,71.107,293.9,60.39,60.14,63.57,.165,-.419,.115,.078,-.060,632,1,,"$1,278,568",2017
118,C.T. Pan,88,71.109,287.1,63.68,60.29,67.53,.052,-.090,-.036,-.013,-.084,594,3,,"$1,267,649",2017
119,Andres Gonzales,73,71.112,299.2,55.75,61.85,67.71,-.104,-.089,.190,.023,.020,226,1,,"$422,078",2017
120,Ryan Palmer,61,71.116,303.1,56.94,57.83,65.90,.533,.473,-.015,-1.159,-.127,336,3,,"$772,560",2017
121,William McGirt,89,71.151,284.8,70.06,57.08,67.23,.257,-.176,-.166,-.025,-.067,621,3,,"$1,225,005",2017
122,Jimmy Walker,68,71.155,295.7,55.97,57.92,63.75,-.258,.522,-.078,.135,.355,439,1,,"$1,101,162",2017
123,Blayne Barber,77,71.163,291.2,61.62,55.80,67.61,.041,-.123,-.306,.402,.013,381,1,,"$823,082",2017
124,J.J. Henry,92,71.164,294.1,62.58,56.66,69.44,.208,.050,.000,-.430,-.172,365,2,,"$734,874",2017
125,Richy Werenski,81,71.171,291.2,65.92,60.60,67.42,.203,-.123,-.303,.000,-.223,455,3,,"$890,262",2017
126,Bubba Watson,71,71.175,305.6,59.58,55.67,63.02,.647,-.204,-.168,-.187,.116,658,4,,"$1,223,129",2017
127,Billy Hurley III,80,71.176,276.9,60.57,58.78,63.61,-.812,.432,.117,.374,.110,333,1,,"$719,579",2017
128,Tag Ridings,67,71.176,301.6,58.18,57.73,65.91,.295,-.356,-.111,.203,.030,237,1,,"$489,927",2017
129,Ryan Brehm,83,71.178,310.5,51.13,57.14,67.50,.137,-.033,-.090,-.149,-.160,188,,,"$396,258",2017
130,Tyrone Van Aswegen,105,71.181,287.2,59.79,58.94,66.38,-.067,.084,.085,-.320,-.217,407,1,,"$806,410",2017
131,Daniel Summerhays,100,71.197,286.9,62.69,56.76,63.02,-.050,-.123,.083,.110,.146,348,1,,"$826,124",2017
132,Michael Thompson,60,71.207,284.8,61.72,58.74,63.69,-.431,-.373,-.208,.840,-.173,278,1,,"$568,991",2017
133,Ricky Barnes,100,71.221,284.9,54.32,60.10,63.53,-.638,.238,.114,.260,-.027,324,,,"$697,624",2017
134,Scott Piercy,70,71.235,295.1,59.32,50.00,66.84,.190,.275,-.207,-.526,-.214,532,4,,"$1,317,452",2017
135,Chris Kirk,89,71.255,287.0,63.93,54.73,66.73,-.315,.101,.059,-.074,-.228,562,3,,"$1,216,047",2017
136,SebastiÃ¡n MuÃ±oz,51,71.263,296.0,54.45,56.92,63.15,.031,-.077,-.143,.358,.169,241,1,,"$563,900",2017
137,Jonas Blixt,74,71.283,288.8,60.10,58.56,61.51,-.300,-.614,.037,.536,-.341,631,1,1,"$1,408,288",2017
138,D.A. Points,68,71.315,278.1,65.83,55.67,66.83,-.436,.421,.087,-.478,-.406,457,1,1,"$893,700",2017
139,Tom Hoge,54,71.326,285.1,55.99,60.14,66.06,-.352,.235,-.176,.019,-.274,187,2,,"$373,092",2017
140,JuliÃ¡n Etulain,68,71.338,293.5,63.34,58.62,66.75,-.035,-.292,-.058,.078,-.307,220,1,,"$448,214",2017
141,Cameron Tringale,89,71.343,280.9,58.15,58.83,64.39,-.750,.089,.396,.125,-.140,337,3,,"$792,814",2017
142,SÃ¸ren Kjeldsen,58,71.390,273.6,69.21,51.64,62.02,-.424,-.090,-.142,.473,-.182,283,1,,"$722,913",2017
143,Troy Merritt,82,71.398,289.8,60.79,58.51,64.71,-.118,-.032,.023,-.017,-.146,265,1,,"$569,682",2017
144,Peter Malnati,91,71.399,282.3,63.10,61.50,62.48,-.262,-.563,.190,.451,-.184,182,,,"$358,541",2017
145,Retief Goosen,52,71.425,291.8,57.79,60.20,63.89,-.001,.009,.027,-.425,-.390,205,1,,"$414,363",2017
146,Johnson Wagner,71,71.429,288.1,63.18,55.73,66.93,-.081,-.088,-.287,.120,-.336,321,2,,"$685,306",2017
147,Smylie Kaufman,76,71.432,304.8,54.79,55.18,65.26,.091,-.059,-.073,-.137,-.177,316,1,,"$784,758",2017
148,Patrick Rodgers,76,71.432,306.3,52.90,53.63,65.84,-.044,-.529,-.077,-.066,-.716,649,3,,"$1,346,322",2017
149,Alex Cejka,85,71.461,282.1,67.19,61.08,66.45,-.020,-.200,.127,-.359,-.452,276,1,,"$618,171",2017
150,Boo Weekley,75,71.476,289.9,71.67,56.31,68.65,.634,.425,-.429,-.954,-.323,173,1,,"$416,929",2017
151,Aaron Baddeley,61,71.483,292.6,52.25,59.90,62.57,-.782,.256,.310,.044,-.172,325,2,,"$755,356",2017
152,Gonzalo Fernandez-CastaÃ±o,63,71.484,292.1,53.26,64.30,62.20,-.375,-.312,.120,.489,-.078,118,,,"$258,162",2017
153,Dominic Bozzelli,69,71.490,294.4,56.57,57.75,61.97,.051,-.342,-.125,-.033,-.449,394,3,,"$868,519",2017
154,Kelly Kraft,75,71.491,291.9,60.06,53.50,63.15,-.205,.159,-.479,-.157,-.681,684,3,,"$1,638,045",2017
155,Mark Anderson,54,71.500,283.8,59.97,61.18,65.60,-.149,-.241,.082,-.016,-.325,98,1,,"$188,806",2017
156,Spencer Levin,89,71.516,279.0,67.82,61.10,65.56,-.161,-.195,-.073,.030,-.400,201,1,,"$469,730",2017
