,NAME,ROUNDS,SCORING,DRIVE_DISTANCE,FWY_%,SCRAMBLING_%,GIR_%,SG_TEE,SG_APPROACH,SG_SCRAMBLE,SG_PUTTING,SG_TOTAL,POINTS,TOP 10,1ST,MONEY,Year
136,Y.E. Yang,56,71.348,286.7,62.79,56.65,62.7,0.133,-0.5,-0.13699999999999998,-0.069,-0.573,182,0,0,259118,2013
137,Henrik Norlander,70,71.36,295.0,60.13,55.14,67.4,0.166,-0.105,-0.155,-0.16,-0.254,229,0,0,401958,2013
138,D.J. Trahan,48,71.429,293.4,63.54,56.39,67.87,0.182,-0.44799999999999995,-0.018000000000000002,-0.247,-0.531,169,1,0,284249,2013
139,Bud Cauley,67,71.445,287.5,59.16,53.04,63.76,-0.063,0.23800000000000002,0.14800000000000002,-0.57,-0.247,343,0,0,443698,2013
140,Stephen Ames,49,71.454,280.7,58.53,59.18,61.11,-0.662,-0.488,-0.147,0.713,-0.584,182,0,0,188987,2013
141,Tim Herron,45,71.479,283.6,52.24,56.44,59.75,-0.20800000000000002,-0.285,0.19699999999999998,-0.040999999999999995,-0.33799999999999997,190,0,0,302570,2013
142,Robert Karlsson,56,71.482,287.2,60.19,57.39,63.14,-0.217,0.125,0.14300000000000002,-0.337,-0.28600000000000003,236,1,0,444238,2013
143,Ben Kohles,75,71.488,279.0,67.78,56.08,65.26,-0.042,-0.113,-0.354,0.051,-0.45899999999999996,286,1,0,419416,2013
144,Trevor Immelman,73,71.491,283.6,61.19,59.13,66.51,-0.18100000000000002,0.162,0.094,-0.365,-0.29100000000000004,295,1,0,360549,2013
145,Aaron Baddeley,68,71.503,288.5,50.71,57.72,58.0,-0.603,-0.669,0.293,0.6609999999999999,-0.319,526,2,0,721024,2013
146,Ryo Ishikawa,72,71.515,291.3,55.48,53.27,66.03,0.11,0.191,-0.165,-0.6829999999999999,-0.547,298,1,0,424541,2013
147,Ben Curtis,59,71.531,274.9,60.55,54.99,63.84,-0.632,-0.034,0.20800000000000002,0.21100000000000002,-0.248,251,0,0,372543,2013
148,Steve LeBrun,66,71.551,294.1,60.16,57.58,67.47,0.248,-0.28,-0.185,-0.18100000000000002,-0.39799999999999996,270,0,0,337157,2013
149,Greg Owen,73,71.554,292.8,59.76,54.79,65.73,0.064,-0.045,0.036000000000000004,-0.669,-0.615,336,0,0,442198,2013
150,Tom Gillis,69,71.559,286.3,64.75,60.22,60.68,0.062,-0.905,0.126,0.17300000000000001,-0.5429999999999999,264,0,0,345325,2013
151,Lucas Glover,65,71.577,293.7,61.62,51.91,66.41,0.541,0.307,-0.083,-0.851,-0.086,454,2,0,747812,2013
152,Geoff Ogilvy,57,71.58800000000001,285.1,60.94,55.67,62.18,-0.161,-0.268,0.11699999999999999,-0.337,-0.649,522,1,0,892920,2013
153,Seung-Yul Noh,71,71.625,298.8,51.5,53.36,64.26,-0.162,-0.163,0.315,-0.46299999999999997,-0.47200000000000003,226,1,0,391763,2013
154,Mike Weir,60,71.643,270.5,55.07,59.11,56.9,-1.338,-0.12,0.39899999999999997,0.28800000000000003,-0.7709999999999999,173,0,0,194510,2013
155,Casey Wittenberg,72,71.65899999999999,280.5,54.61,60.59,62.14,-1.071,-0.067,0.263,0.254,-0.62,199,1,0,425395,2013
156,Andrew Svoboda,46,71.747,290.1,60.91,52.96,65.91,-0.027000000000000003,-0.295,-0.308,0.067,-0.562,89,0,0,77219,2013
157,Aaron Watkins,46,71.77,277.1,63.03,59.53,62.25,-0.568,-0.7070000000000001,0.285,0.402,-0.589,126,1,0,217495,2013
158,Jin Park,52,71.777,273.2,68.82,59.27,63.44,-0.335,-0.166,0.016,-0.027000000000000003,-0.512,125,0,0,136457,2013
159,Lee Williams,62,71.792,275.6,59.76,64.25,61.67,-0.514,-0.23,0.38,-0.42700000000000005,-0.79,134,0,0,133755,2013
160,Charlie Beljan,62,71.839,295.4,59.86,52.66,64.61,0.424,-0.43700000000000006,-0.306,-0.205,-0.524,459,1,0,916229,2013
161,Kyle Stanley,71,71.842,298.1,59.54,53.72,67.37,0.64,0.419,-0.708,-0.6829999999999999,-0.332,759,3,0,1462943,2013
162,Will Claxton,67,71.889,284.9,62.8,53.47,65.7,0.341,-0.222,-0.215,-0.7090000000000001,-0.804,186,0,0,206722,2013
163,Troy Matteson,68,71.889,294.1,55.39,59.33,64.81,-0.20600000000000002,-0.583,0.175,0.003,-0.61,194,0,0,245090,2013
164,Tommy Gainey,84,71.892,291.0,56.34,53.99,61.04,-0.098,-0.361,-0.41100000000000003,0.08900000000000001,-0.7809999999999999,324,1,0,520479,2013
165,Rod Pampling,46,71.943,282.6,62.35,55.97,64.55,-0.115,-0.568,0.389,-0.564,-0.857,109,0,0,110451,2013
166,Darron Stiles,51,71.947,275.1,67.64,61.26,62.24,-0.087,-0.401,0.003,-0.42700000000000005,-0.912,125,0,0,184866,2013
167,Alistair Presnell,59,71.95100000000001,284.6,58.01,57.36,62.28,-0.5479999999999999,-0.585,0.12300000000000001,-0.02,-1.03,140,0,0,163134,2013
168,Johnson Wagner,64,72.013,278.6,58.69,56.36,64.35,-0.461,-0.32,-0.436,0.271,-0.946,430,2,0,801955,2013
169,Justin Bolli,59,72.03399999999999,279.1,61.36,57.14,61.11,-0.273,-0.787,-0.21,0.038,-1.232,278,2,0,545187,2013
170,Robert Allenby,58,72.056,284.9,57.87,52.77,62.4,-0.733,0.29600000000000004,-0.085,-0.337,-0.8590000000000001,129,1,0,204272,2013
171,Scott Gardiner,61,72.082,288.4,58.52,51.97,64.12,0.069,-0.527,-0.19,-0.33,-0.9790000000000001,161,0,0,219645,2013
172,Sean O'Hair,56,72.107,299.7,55.66,52.74,62.0,0.028999999999999998,-0.5760000000000001,-0.198,-0.27699999999999997,-1.022,183,0,0,268614,2013
173,David Mathis,71,72.222,280.6,62.42,52.39,63.6,-0.32799999999999996,-0.267,-0.105,-0.44799999999999995,-1.149,197,1,0,274477,2013
174,Colt Knost,69,72.264,271.7,66.48,56.47,61.71,-0.625,-0.847,-0.242,0.435,-1.2790000000000001,130,0,0,176710,2013
175,Derek Ernst,58,72.271,291.5,60.49,49.34,63.89,0.231,-0.564,-0.526,-0.21600000000000003,-1.075,598,1,1,1330856,2013
176,Michael Bradley,56,72.345,285.3,55.46,53.0,66.13,-1.058,0.257,-0.068,-0.45,-1.319,74,0,0,79107,2013
177,Eric Meierdierks,48,72.414,301.9,57.5,50.54,66.55,0.316,-0.314,-0.501,-0.978,-1.476,72,0,0,58029,2013
178,Luke List,65,72.444,306.3,45.58,54.0,62.39,-0.447,-0.5329999999999999,-0.09699999999999999,-0.267,-1.344,202,0,0,264401,2013
179,Bobby Gates,49,72.59,296.2,51.59,55.15,62.84,-0.58,-0.498,-0.331,0.011000000000000001,-1.3980000000000001,144,1,0,320248,2013
0,Rory McIlroy,66,68.827,310.5,59.93,58.52,69.44,1.367,0.602,0.022000000000000002,0.27399999999999997,2.266,3050,12,3,8280096,2014
1,Sergio Garcia,61,68.95,294.3,62.19,66.67,68.68,0.382,1.15,0.28600000000000003,0.16699999999999998,1.984,815,10,0,4939606,2014
2,Jim Furyk,84,69.2,279.3,73.18,69.33,68.75,0.121,1.175,0.408,0.091,1.796,2450,11,0,5987395,2014
3,Adam Scott,68,69.205,303.5,61.51,60.73,68.79,0.725,0.61,0.166,0.22,1.72,835,10,1,4098588,2014
4,Matt Kuchar,91,69.416,283.8,67.37,62.4,66.92,0.21,0.527,0.38,0.457,1.5730000000000002,1300,11,1,4695515,2014
5,Dustin Johnson,58,69.546,311.0,57.18,59.76,68.03,0.73,0.5329999999999999,-0.015,0.08199999999999999,1.331,210,7,1,4249180,2014
6,Justin Rose,70,69.624,295.1,59.92,61.23,66.91,0.402,0.7440000000000001,0.36,-0.04,1.466,850,8,1,3926768,2014
7,Jason Day,54,69.626,301.2,58.72,64.95,64.0,0.495,0.17600000000000002,0.402,0.317,1.389,1200,6,1,3789574,2014
8,Graeme McDowell,66,69.642,278.0,69.2,60.47,65.77,-0.034,0.379,-0.055,0.882,1.171,1256,8,0,2077387,2014
9,Charl Schwartzel,64,69.671,297.8,59.45,61.67,63.53,0.55,0.315,0.42100000000000004,0.055,1.341,1405,5,0,1997482,2014
10,Bubba Watson,76,69.712,314.3,60.47,59.14,67.96,0.9670000000000001,0.324,0.111,-0.05,1.3519999999999999,2285,8,2,6336978,2014
11,Jimmy Walker,98,69.789,301.0,51.67,58.39,67.59,0.11900000000000001,0.608,0.048,0.479,1.253,1668,10,3,5787016,2014
12,Graham DeLaet,80,69.943,303.4,62.07,58.75,70.68,0.36,0.895,0.006999999999999999,-0.09300000000000001,1.168,1553,7,0,2616518,2014
13,Jordan Spieth,102,69.946,289.7,58.79,62.39,62.47,0.034,0.28600000000000003,0.26,0.39899999999999997,0.98,698,8,0,4342748,2014
14,Ryan Palmer,85,69.993,300.4,58.55,58.24,66.67,0.76,0.133,0.078,0.295,1.265,730,8,0,2924300,2014
15,Kevin Na,94,69.99600000000001,280.3,64.32,65.16,64.72,-0.1,0.341,0.397,0.315,0.9540000000000001,528,6,0,3153107,2014
16,Keegan Bradley,89,70.031,302.2,62.36,62.31,66.67,0.43,0.5,-0.19,0.254,0.9940000000000001,1621,6,0,2828638,2014
17,Brendon Todd,108,70.04899999999999,280.3,64.85,63.57,63.99,0.015,-0.174,0.289,0.664,0.7929999999999999,508,7,1,3396747,2014
18,Brooks Koepka,56,70.05199999999999,307.0,56.91,57.51,64.98,0.425,0.598,-0.226,0.162,0.958,0,2,0,0,2014
19,Hideki Matsuyama,82,70.083,294.8,61.52,60.42,64.03,0.325,1.022,0.198,-0.39299999999999996,1.1520000000000001,475,4,1,2837477,2014
20,Harris English,95,70.094,299.2,59.95,57.44,68.36,0.193,0.465,0.047,-0.027999999999999997,0.677,1662,7,1,2947322,2014
21,Russell Knox,92,70.111,285.7,67.6,63.4,68.0,0.221,0.502,0.215,-0.11599999999999999,0.8220000000000001,1480,3,0,1513630,2014
22,Bill Haas,107,70.132,291.9,62.94,60.37,68.62,0.29600000000000004,0.382,0.265,0.147,1.09,655,5,0,2841521,2014
23,Charles Howell III,106,70.134,304.1,52.77,61.26,67.66,0.498,0.017,0.201,0.037000000000000005,0.755,1592,6,0,1997044,2014
24,Chris Kirk,105,70.15,291.0,62.78,63.3,63.46,0.033,0.287,0.16899999999999998,0.374,0.862,3100,5,2,4854777,2014
25,Paul Casey,56,70.152,293.0,60.49,56.23,65.77,-0.013000000000000001,0.762,-0.024,0.28300000000000003,1.008,699,0,0,877968,2014
26,Marc Leishman,81,70.152,297.6,57.97,57.29,65.21,0.16399999999999998,0.546,0.055999999999999994,-0.017,0.7490000000000001,1240,6,0,2558657,2014
27,Zach Johnson,97,70.15899999999999,282.2,70.51,60.75,67.42,0.145,0.513,0.09300000000000001,0.106,0.857,650,5,1,3353417,2014
28,Henrik Stenson,56,70.166,293.2,68.78,51.83,69.03,0.65,0.575,-0.064,-0.17,0.992,1315,3,0,1894235,2014
29,Rickie Fowler,91,70.172,297.5,59.93,62.06,64.51,0.264,0.213,0.003,0.29,0.769,1225,10,0,4806117,2014
30,Webb Simpson,87,70.234,288.5,62.24,59.05,65.28,-0.027000000000000003,0.33299999999999996,0.275,0.3,0.88,525,9,1,3539601,2014
31,George McNeill,79,70.248,286.1,62.22,58.21,66.17,-0.061,0.537,0.053,0.271,0.799,1352,4,0,2014357,2014
32,Gary Woodland,93,70.249,304.1,59.49,60.11,66.55,0.581,0.381,0.087,-0.149,0.9,595,5,0,2734153,2014
33,John Senden,99,70.27,288.9,64.25,60.21,67.85,0.22399999999999998,0.127,-0.023,0.47600000000000003,0.805,585,5,1,2856685,2014
34,Phil Mickelson,71,70.278,292.4,58.01,61.71,65.26,0.201,0.166,0.266,0.23399999999999999,0.868,1046,1,0,2158019,2014
35,Jason Kokrak,65,70.307,303.4,55.64,59.75,65.38,0.284,0.47600000000000003,-0.07400000000000001,0.222,0.9079999999999999,932,2,0,1200381,2014
36,Ryan Moore,86,70.344,284.7,69.92,57.64,67.99,0.253,0.499,0.040999999999999995,0.042,0.836,1534,7,1,3098263,2014
37,Jerry Kelly,80,70.34899999999999,277.5,66.49,62.1,65.56,-0.08900000000000001,0.218,0.16,0.239,0.527,1175,4,0,1451059,2014
38,David Toms,64,70.35,275.1,75.49,61.6,68.73,0.083,0.203,0.12,0.055,0.46,502,2,0,801355,2014
39,Brian Harman,111,70.391,289.0,60.96,59.66,64.26,-0.013999999999999999,0.29600000000000004,0.121,0.113,0.515,1571,6,1,2414334,2014
40,Charley Hoffman,93,70.464,299.2,58.69,59.53,67.08,0.415,0.301,-0.026000000000000002,0.266,0.956,1291,5,0,1977296,2014
41,Kevin Chappell,100,70.46600000000001,296.2,64.9,57.32,67.59,0.386,0.526,0.057999999999999996,-0.278,0.6920000000000001,1268,1,0,1343412,2014
42,Martin Kaymer,65,70.468,294.9,61.27,53.43,64.58,0.27899999999999997,0.37,-0.294,-0.111,0.244,655,4,2,4532537,2014
43,Chris Stroud,88,70.476,285.8,63.93,61.89,65.21,-0.174,0.132,0.278,0.182,0.418,1344,4,0,1826399,2014
44,Robert Streb,75,70.502,300.0,59.62,59.0,65.65,0.461,-0.259,0.11699999999999999,0.11900000000000001,0.43799999999999994,966,2,0,1300075,2014
45,Carl Pettersson,91,70.52,295.5,58.79,57.33,66.67,0.294,0.096,0.006,-0.138,0.259,1173,4,0,1348393,2014
46,Billy Horschel,92,70.521,291.6,67.04,55.32,70.43,0.473,0.132,-0.087,0.22,0.738,4750,5,2,4814787,2014
47,Brian Stuard,91,70.54899999999999,283.4,66.14,60.42,63.86,-0.034,0.195,-0.11900000000000001,0.28300000000000003,0.326,1315,4,0,1852531,2014
48,Daniel Summerhays,98,70.566,282.2,66.3,58.22,66.89,0.04,0.138,0.005,0.49200000000000005,0.675,1242,2,0,1509543,2014
49,Hunter Mahan,88,70.574,295.8,65.1,54.71,66.67,0.687,-0.221,-0.153,0.207,0.52,1835,6,1,3097983,2014
50,Chad Campbell,57,70.59,287.8,65.36,60.08,72.43,0.055999999999999994,0.6409999999999999,0.011000000000000001,-0.434,0.275,317,1,0,470798,2014
51,Patrick Reed,92,70.598,292.3,55.59,59.42,63.64,0.04,-0.35200000000000004,0.39299999999999996,0.249,0.331,598,4,2,4026076,2014
52,Stuart Appleby,92,70.59899999999999,278.6,60.42,61.0,62.96,-0.311,-0.16,0.345,0.48700000000000004,0.361,1755,3,0,1477971,2014
53,Freddie Jacobson,91,70.604,284.6,59.35,61.34,62.58,-0.162,-0.19899999999999998,0.068,0.7040000000000001,0.41100000000000003,1068,4,0,1901789,2014
54,Shawn Stefani,60,70.609,297.7,64.17,59.45,66.2,0.41200000000000003,0.065,0.086,-0.146,0.418,842,2,0,1369259,2014
55,Kevin Stadler,90,70.62,291.6,64.28,53.41,68.91,0.505,0.386,-0.012,-0.467,0.41100000000000003,1537,3,1,2300307,2014
56,Cameron Tringale,111,70.63,282.9,63.87,59.34,66.77,0.008,0.322,0.23,0.107,0.6679999999999999,600,3,0,2169723,2014
57,Luke Guthrie,85,70.638,287.6,58.99,61.29,63.53,-0.231,0.113,0.228,0.19,0.299,580,2,0,840555,2014
58,Seung-Yul Noh,92,70.661,296.5,55.02,60.33,66.97,-0.268,0.447,0.248,-0.121,0.306,1590,3,1,2115234,2014
59,Scott Langley,95,70.66199999999999,281.3,61.08,61.67,64.16,-0.395,0.15,0.262,0.268,0.284,898,1,0,1151496,2014
60,Ricky Barnes,92,70.671,290.7,54.85,61.8,64.96,-0.267,0.396,0.015,0.157,0.302,530,2,0,706855,2014
61,Brandt Snedeker,89,70.671,285.6,63.7,59.48,63.28,-0.043,0.14300000000000002,0.217,0.326,0.644,812,3,0,1652380,2014
62,Ãngel Cabrera,69,70.675,303.7,58.4,53.1,64.98,0.5539999999999999,0.078,-0.434,0.006999999999999999,0.205,1332,1,1,1868559,2014
63,Will MacKenzie,82,70.685,290.6,64.5,55.91,65.58,0.044000000000000004,-0.040999999999999995,0.067,0.154,0.22399999999999998,1092,5,0,1853822,2014
64,Billy Hurley III,86,70.696,276.7,70.44,61.36,65.89,-0.10300000000000001,0.25,0.12300000000000001,0.039,0.309,685,4,0,1145299,2014
65,William McGirt,96,70.712,278.5,65.94,59.02,64.41,0.002,-0.20199999999999999,-0.035,0.314,0.079,1182,4,0,1275738,2014
66,Andrew Svoboda,77,70.71300000000001,287.4,66.14,59.05,68.11,0.111,0.32299999999999995,-0.064,-0.026000000000000002,0.344,702,2,0,1168073,2014
67,Tim Wilkinson,86,70.714,282.4,59.51,63.19,61.72,-0.145,-0.287,0.354,0.205,0.127,498,3,0,824179,2014
68,Camilo Villegas,95,70.71600000000001,292.5,59.95,56.64,66.96,-0.159,0.413,0.061,0.0,0.315,1342,1,1,1642124,2014
69,Kevin Kisner,85,70.718,287.8,61.43,56.69,65.29,0.049,0.076,-0.11599999999999999,0.38799999999999996,0.397,587,3,0,954497,2014
70,J.B. Holmes,86,70.721,308.0,54.71,58.51,60.92,0.509,-0.317,0.28300000000000003,-0.075,0.401,1467,2,1,2365204,2014
71,Matt Every,85,70.722,286.3,56.72,58.82,63.33,-0.23399999999999999,0.028999999999999998,-0.031,0.733,0.49700000000000005,1354,6,1,2540370,2014
72,Ian Poulter,57,70.722,288.1,61.35,58.05,62.4,0.042,-0.17600000000000002,0.027999999999999997,0.067,-0.038,892,2,0,1616693,2014
73,Robert Garrigus,80,70.72800000000001,306.1,57.18,57.17,65.14,0.36200000000000004,0.156,-0.136,0.047,0.429,678,2,0,1095474,2014
74,Retief Goosen,94,70.72800000000001,288.8,55.9,61.12,63.64,-0.44299999999999995,0.151,0.26899999999999996,0.35200000000000004,0.32899999999999996,591,2,0,826073,2014
75,Ben Martin,80,70.732,291.7,64.34,59.1,66.04,0.213,-0.09699999999999999,0.015,0.29100000000000004,0.42100000000000004,899,3,0,1482836,2014
76,Jeff Overton,80,70.734,287.5,57.36,60.47,65.79,0.055999999999999994,-0.059000000000000004,0.047,0.017,0.061,719,3,0,1115467,2014
77,Luke Donald,57,70.735,278.1,62.56,60.59,63.0,-0.493,0.315,0.35100000000000003,0.517,0.69,798,3,0,1451440,2014
78,Ernie Els,85,70.736,291.2,53.26,61.36,61.6,-0.016,0.141,0.529,-0.171,0.483,1467,3,0,1799569,2014
79,Heath Slocum,71,70.737,277.8,72.41,61.58,67.31,0.203,0.083,0.040999999999999995,-0.078,0.249,419,1,0,566167,2014
80,Tim Clark,75,70.738,272.2,74.02,59.34,64.3,-0.28600000000000003,0.253,0.094,0.025,0.086,1271,3,1,2066344,2014
81,Lee Westwood,57,70.738,292.3,61.22,56.28,63.69,0.33399999999999996,0.037000000000000005,0.124,0.151,0.6459999999999999,577,2,0,1223104,2014
82,Nick Watney,80,70.756,295.8,63.97,56.01,67.33,0.298,0.648,-0.258,-0.075,0.613,584,2,0,913398,2014
83,Aaron Baddeley,74,70.796,293.8,52.29,60.27,59.8,-0.589,-0.29100000000000004,0.051,0.872,0.044000000000000004,528,2,0,942559,2014
84,Brendan Steele,89,70.798,298.9,59.51,59.45,66.47,0.237,0.222,-0.062,0.121,0.519,881,4,0,1359890,2014
85,Brendon de Jonge,109,70.801,287.9,67.87,57.1,64.48,0.33899999999999997,-0.012,-0.071,-0.032,0.22399999999999998,762,2,0,1171395,2014
86,Danny Lee,84,70.80199999999999,284.2,65.05,57.62,64.44,0.157,-0.006999999999999999,-0.272,0.141,0.018000000000000002,800,1,0,781295,2014
87,Willy Wilcox,51,70.819,297.3,61.4,58.9,66.89,0.48700000000000004,0.203,-0.138,-0.204,0.349,362,2,0,586159,2014
88,Bo Van Pelt,83,70.827,291.3,62.83,57.78,68.61,0.048,0.46799999999999997,-0.085,-0.053,0.37799999999999995,866,1,0,982218,2014
89,Erik Compton,88,70.829,283.3,58.48,58.8,63.07,-0.08900000000000001,0.066,-0.235,0.282,0.023,1117,3,0,1796143,2014
90,David Hearn,97,70.83,279.1,67.48,60.99,66.38,-0.11800000000000001,0.146,0.10800000000000001,0.315,0.451,930,3,0,1138324,2014
91,Justin Hicks,103,70.836,285.1,73.46,54.81,71.44,0.456,0.172,-0.631,0.069,0.066,923,3,0,1544061,2014
92,Stewart Cink,91,70.847,293.7,59.45,55.35,66.36,-0.006999999999999999,0.442,-0.192,-0.131,0.113,866,0,0,929166,2014
93,Louis Oosthuizen,50,70.852,300.5,60.9,51.8,66.43,0.7240000000000001,-0.145,-0.36700000000000005,-0.429,-0.217,453,1,0,946134,2014
94,Andres Romero,81,70.852,294.6,54.79,59.96,60.53,0.05,-0.381,0.124,0.353,0.145,655,1,0,782184,2014
95,K.J. Choi,80,70.87,279.8,64.22,56.78,62.08,-0.33899999999999997,0.049,0.251,0.332,0.293,1019,2,0,1677848,2014
96,Brad Fritsch,50,70.888,294.4,60.24,59.93,65.05,-0.048,0.098,0.06,-0.05,0.06,322,3,0,568391,2014
97,Jason Bohn,81,70.892,280.0,64.95,56.03,64.75,-0.475,0.185,0.038,0.126,-0.127,1011,3,0,1585189,2014
98,Justin Leonard,75,70.895,270.3,65.04,64.56,57.78,-0.752,-0.49700000000000005,0.5710000000000001,0.496,-0.18100000000000002,491,2,0,807949,2014
99,Morgan Hoffmann,103,70.899,295.4,54.09,57.53,62.74,-0.172,-0.425,0.125,0.506,0.034,518,2,0,1595922,2014
100,Jason Dufner,57,70.9,285.3,63.76,52.74,66.26,0.316,0.59,0.192,-0.5760000000000001,0.522,798,4,0,1651491,2014
101,Troy Merritt,62,70.9,285.2,61.43,56.15,65.05,-0.213,0.261,-0.171,0.024,-0.099,609,1,0,882864,2014
102,Michael Putnam,106,70.905,293.0,61.08,56.69,67.05,0.111,0.469,-0.063,-0.409,0.10800000000000001,708,1,0,818799,2014
103,Robert Allenby,83,70.92,284.9,61.47,59.96,67.63,-0.05,0.552,-0.23399999999999999,-0.163,0.105,438,0,0,514288,2014
104,Vijay Singh,83,70.933,289.7,60.66,59.19,65.39,0.16699999999999998,0.126,0.261,-0.579,-0.025,800,1,0,989028,2014
105,Scott Brown,100,70.936,287.2,66.55,58.73,65.0,0.27699999999999997,-0.139,-0.005,0.21100000000000002,0.345,821,4,0,1441725,2014
106,Ben Crane,81,70.954,279.0,66.4,59.1,63.44,-0.297,-0.009000000000000001,0.017,0.138,-0.152,1199,2,1,1534634,2014
107,Ryo Ishikawa,75,70.98,291.0,53.26,54.55,64.96,-0.259,0.395,0.095,0.092,0.32299999999999995,936,3,0,1380579,2014
108,Matt Jones,83,71.021,296.3,58.5,55.92,63.25,0.23600000000000002,-0.42100000000000004,0.157,0.142,0.113,1051,1,1,1928154,2014
109,Jhonattan Vegas,77,71.02199999999999,304.8,61.16,59.23,69.11,0.628,-0.439,0.125,-0.37,-0.055999999999999994,528,2,0,751763,2014
110,Brice Garnett,92,71.039,289.3,58.91,59.6,65.15,-0.055999999999999994,-0.19699999999999998,-0.002,0.109,-0.147,488,1,0,617805,2014
111,Bud Cauley,56,71.06,293.4,57.54,59.76,67.46,-0.073,-0.109,0.467,-0.389,-0.105,357,1,0,647886,2014
112,J.J. Henry,91,71.064,290.7,64.39,56.72,69.6,0.192,-0.11900000000000001,-0.105,-0.187,-0.21899999999999997,425,0,0,554615,2014
113,Charlie Wi,72,71.067,281.0,57.74,62.27,60.87,-0.35,-0.253,0.38299999999999995,0.11199999999999999,-0.10800000000000001,329,0,0,384796,2014
114,Tyrone Van Aswegen,79,71.07,290.0,53.54,58.25,64.17,-0.735,0.29100000000000004,0.18100000000000002,0.017,-0.247,355,0,0,454856,2014
115,Jonathan Byrd,76,71.083,288.1,61.58,58.02,64.89,0.079,-0.265,0.159,-0.271,-0.298,383,1,0,617014,2014
116,Spencer Levin,59,71.086,280.1,64.92,59.89,64.31,-0.22399999999999998,-0.113,0.107,-0.094,-0.324,246,0,0,277780,2014
117,"Ted Potter, Jr.",68,71.087,278.4,69.56,62.76,65.11,0.134,0.096,-0.10400000000000001,-0.21600000000000003,-0.09,311,0,0,386341,2014
118,Pat Perez,84,71.11,286.4,60.05,60.3,64.35,-0.28,0.063,-0.039,0.251,-0.004,682,3,0,1315080,2014
119,Bryce Molder,77,71.112,278.7,59.49,60.34,63.93,-0.763,0.006,0.275,0.249,-0.233,565,2,0,828605,2014
120,Ken Duke,80,71.137,275.5,70.18,57.48,67.17,-0.092,0.32899999999999996,-0.006,-0.409,-0.17800000000000002,305,0,0,455589,2014
121,Andrew Loupe,65,71.142,308.0,50.0,55.56,63.11,0.22,-0.509,-0.196,0.35,-0.136,380,1,0,563121,2014
122,Steven Bowditch,93,71.145,298.1,55.13,56.77,63.38,-0.002,0.094,0.307,-0.581,-0.182,1213,1,1,1734693,2014
123,Hudson Swafford,75,71.167,297.5,64.28,52.63,68.78,0.305,0.015,-0.436,-0.2,-0.316,351,1,0,513883,2014
124,Sangmoon Bae,76,71.168,288.5,61.39,57.4,62.94,0.179,-0.299,-0.081,0.418,0.21600000000000003,466,0,0,718111,2014
125,James Hahn,82,71.186,289.6,60.83,55.11,63.96,0.162,0.009000000000000001,-0.102,-0.306,-0.23600000000000002,456,2,0,735259,2014
126,Michael Thompson,74,71.194,289.2,62.22,58.42,65.69,-0.21100000000000002,-0.046,-0.06,0.466,0.149,515,1,0,932300,2014
127,Martin Flores,85,71.199,296.0,56.71,57.42,66.54,-0.001,0.391,-0.028999999999999998,-0.14400000000000002,0.218,534,1,0,1035447,2014
128,Wes Roach,67,71.206,293.0,61.05,57.64,64.2,-0.149,-0.107,-0.298,0.0,-0.5539999999999999,314,1,0,453616,2014
129,Chesson Hadley,84,71.212,290.6,57.01,54.2,63.03,-0.319,0.242,-0.102,0.040999999999999995,-0.14,1338,4,1,1703316,2014
130,Brian Davis,93,71.232,278.2,67.23,61.55,61.47,-0.064,-0.419,0.39899999999999997,0.145,0.061,538,0,0,842539,2014
131,John Huh,87,71.24,283.9,66.87,57.52,64.39,-0.059000000000000004,0.016,0.033,-0.159,-0.16899999999999998,698,2,0,974043,2014
132,Sean O'Hair,77,71.24,300.5,53.73,59.57,63.42,0.121,-0.473,0.026000000000000002,0.08199999999999999,-0.244,278,1,0,408793,2014
133,Greg Chalmers,85,71.251,280.7,58.51,59.49,59.88,-0.503,-0.636,0.151,0.856,-0.133,402,1,0,578979,2014
134,Charlie Beljan,76,71.28,303.8,59.02,52.99,65.2,0.523,-0.128,-0.45299999999999996,-0.231,-0.289,409,1,0,712652,2014
135,Gonzalo Fernandez-CastaÃ±o,83,71.294,288.1,59.93,57.79,60.84,-0.262,-0.07,0.24,-0.12,-0.21100000000000002,863,1,0,926493,2014
136,Josh Teater,90,71.301,294.6,61.22,57.69,65.09,0.239,-0.091,-0.07200000000000001,-0.218,-0.14300000000000002,334,0,0,366241,2014
137,Boo Weekley,73,71.307,288.3,69.57,53.14,68.06,0.732,0.044000000000000004,0.099,-1.1520000000000001,-0.27699999999999997,536,1,0,832673,2014
138,Chad Collins,78,71.315,275.4,59.67,59.66,59.98,-0.635,-0.522,0.273,0.43799999999999994,-0.446,295,1,0,408434,2014
139,Jamie Lovemark,64,71.345,302.4,53.94,56.2,64.91,0.374,-0.321,0.18100000000000002,-0.585,-0.35100000000000003,212,0,0,305944,2014
140,Ben Curtis,77,71.354,279.5,64.8,56.62,62.63,-0.257,-0.41600000000000004,0.057,0.4,-0.21600000000000003,406,1,0,625515,2014
141,Kevin Streelman,79,71.354,288.6,68.04,54.07,63.25,0.47100000000000003,-0.242,-0.162,0.006,0.07400000000000001,1354,2,1,2107994,2014
142,Davis Love III,74,71.36399999999999,296.3,59.04,55.43,64.51,0.17600000000000002,0.053,-0.285,-0.361,-0.418,253,0,0,284800,2014
